 -----Test End Time  2016/05/30 16:55:19,,,,,,,,,,
 -----Test Name  T3-2015 Blonde Monent,,,,,,,,,,
 -----Measure Parameters    PTVEC,,,,,,,,,,
 -----Test Code  T3,,,,,,,,,,
 -----Scan Type   Linear,,,,,,,,,,
 -----Periods  00_00:10:00.00,,,,,,,,,,
 -----Memory Wrap  True,,,,,,,,,,
 -----Broadcast Normal Log  False,,,,,,,,,,
 -----Broadcast Alarm Log  False,,,,,,,,,,
 -----Alarm Scan  Disabled,,,,,,,,,,
 -----Scanned Upto =  30000,,,,,,,,,,
 -----Firmware Version  2.4,,,,,,,,,,
 -----TruWare v1.78,,,,,,,,,,
 ,,,,,,,,,,
 ,,,,,,,,,,
ID,Name,Address,Time of Acquisition,Elapsed(Sec),Level(cmH2O),Temperature ('C),Battery Voltage(Volt),Supply Voltage(Volt),Conductivity(uS/cm),Scan No
0,1404704,0,'01/07/2016 04:10:00.00 PM,19599000,15.62933548,9.09,3.514,0,138.5,28228
0,1404704,0,'01/07/2016 04:25:00.00 PM,19599900,15.62729601,9.088,3.514,0,138.6,28229
0,1404704,0,'01/07/2016 04:40:00.00 PM,19600800,15.64663585,9.087,3.514,0,138.5,28230
0,1404704,0,'01/07/2016 04:55:00.00 PM,19601700,15.62089628,9.088,3.514,0,138.6,28231
0,1404704,0,'01/07/2016 05:10:00.00 PM,19602600,15.63060136,9.082,3.514,0,138.6,28232
0,1404704,0,'01/07/2016 05:25:00.00 PM,19603500,15.62785862,9.09,3.514,0,138.7,28233
0,1404704,0,'01/07/2016 05:40:00.00 PM,19604400,15.62314673,9.088,3.514,0,138.7,28234
0,1404704,0,'01/07/2016 05:55:00.00 PM,19605300,15.66787451,9.086,3.514,0,138.7,28235
0,1404704,0,'01/07/2016 06:10:00.00 PM,19606200,15.63629782,9.095,3.514,0,138.8,28236
0,1404704,0,'01/07/2016 06:25:00.00 PM,19607100,15.630953,9.092,3.514,0,138.7,28237
0,1404704,0,'01/07/2016 06:40:00.00 PM,19608000,15.63460998,9.085,3.514,0,138.7,28238
0,1404704,0,'01/07/2016 06:55:00.00 PM,19608900,15.6322892,9.085,3.514,0,138.6,28239
0,1404704,0,'01/07/2016 07:10:00.00 PM,19609800,15.60894074,9.081,3.514,0,138.7,28240
0,1404704,0,'01/07/2016 07:25:00.00 PM,19610700,15.62778829,9.09,3.514,0,138.6,28241
0,1404704,0,'01/07/2016 07:40:00.00 PM,19611600,15.606198,9.085,3.514,0,138.7,28242
0,1404704,0,'01/07/2016 07:55:00.00 PM,19612500,15.61723929,9.093,3.514,0,138.6,28243
0,1404704,0,'01/07/2016 08:10:00.00 PM,19613400,15.61970072,9.091,3.514,0,138.7,28244
0,1404704,0,'01/07/2016 08:25:00.00 PM,19614300,15.61815354,9.087,3.514,0,138.7,28245
0,1404704,0,'01/07/2016 08:40:00.00 PM,19615200,15.59600063,9.081,3.514,0,138.7,28246
0,1404704,0,'01/07/2016 08:55:00.00 PM,19616100,15.58678783,9.084,3.514,0,138.7,28247
0,1404704,0,'01/07/2016 09:10:00.00 PM,19617000,15.56667439,9.085,3.514,0,138.8,28248
0,1404704,0,'01/07/2016 09:25:00.00 PM,19617900,15.55682865,9.079,3.514,0,138.8,28249
0,1404704,0,'01/07/2016 09:40:00.00 PM,19618800,15.55591441,9.084,3.514,0,138.8,28250
0,1404704,0,'01/07/2016 09:55:00.00 PM,19619700,15.56034499,9.084,3.514,0,138.7,28251
0,1404704,0,'01/07/2016 10:10:00.00 PM,19620600,15.53868437,9.089,3.514,0,138.8,28252
0,1404704,0,'01/07/2016 10:25:00.00 PM,19621500,15.55260905,9.087,3.514,0,138.7,28253
0,1404704,0,'01/07/2016 10:40:00.00 PM,19622400,15.55106186,9.098,3.514,0,138.8,28254
0,1404704,0,'01/07/2016 10:55:00.00 PM,19623300,15.53812175,9.095,3.514,0,138.7,28255
0,1404704,0,'01/07/2016 11:10:00.00 PM,19624200,15.54037221,9.091,3.514,0,138.7,28256
0,1404704,0,'01/07/2016 11:25:00.00 PM,19625100,15.53186268,9.082,3.514,0,138.7,28257
0,1404704,0,'01/07/2016 11:40:00.00 PM,19626000,15.55492983,9.088,3.514,0,138.7,28258
0,1404704,0,'01/07/2016 11:55:00.00 PM,19626900,15.54726422,9.087,3.514,0,138.7,28259
0,1404704,0,'01/08/2016 12:10:00.00 AM,19627800,15.53812175,9.09,3.514,0,138.7,28260
0,1404704,0,'01/08/2016 12:25:00.00 AM,19628700,15.5182193,9.087,3.514,0,138.7,28261
0,1404704,0,'01/08/2016 12:40:00.00 AM,19629600,15.53340986,9.091,3.514,0,138.7,28262
0,1404704,0,'01/08/2016 12:55:00.00 AM,19630500,15.50162219,9.089,3.514,0,138.6,28263
0,1404704,0,'01/08/2016 01:10:00.00 AM,19631400,15.4937456,9.099,3.514,0,138.6,28264
0,1404704,0,'01/08/2016 01:25:00.00 AM,19632300,15.49226874,9.087,3.514,0,138.6,28265
0,1404704,0,'01/08/2016 01:40:00.00 AM,19633200,15.48706457,9.087,3.514,0,138.7,28266
0,1404704,0,'01/08/2016 01:55:00.00 AM,19634100,15.49810586,9.089,3.514,0,138.6,28267
0,1404704,0,'01/08/2016 02:10:00.00 AM,19635000,15.48551738,9.101,3.514,0,138.5,28268
0,1404704,0,'01/08/2016 02:25:00.00 AM,19635900,15.48059451,9.09,3.514,0,138.5,28269
0,1404704,0,'01/08/2016 02:40:00.00 AM,19636800,15.47771112,9.101,3.514,0,138.5,28270
0,1404704,0,'01/08/2016 02:55:00.00 AM,19637700,15.47848471,9.088,3.514,0,138.5,28271
0,1404704,0,'01/08/2016 03:10:00.00 AM,19638600,15.48298562,9.092,3.514,0,138.4,28272
0,1404704,0,'01/08/2016 03:25:00.00 AM,19639500,15.50239579,9.093,3.514,0,138.3,28273
0,1404704,0,'01/08/2016 03:40:00.00 AM,19640400,15.47095975,9.092,3.514,0,138.3,28274
0,1404704,0,'01/08/2016 03:55:00.00 AM,19641300,15.47939896,9.098,3.514,0,138.4,28275
0,1404704,0,'01/08/2016 04:10:00.00 AM,19642200,15.48460313,9.096,3.514,0,138.3,28276
0,1404704,0,'01/08/2016 04:25:00.00 AM,19643100,15.4853064,9.086,3.514,0,138.3,28277
0,1404704,0,'01/08/2016 04:40:00.00 AM,19644000,15.48305595,9.085,3.514,0,138.3,28278
0,1404704,0,'01/08/2016 04:55:00.00 AM,19644900,15.47426511,9.1,3.514,0,138.4,28279
0,1404704,0,'01/08/2016 05:10:00.00 AM,19645800,15.4782034,9.085,3.514,0,138.4,28280
0,1404704,0,'01/08/2016 05:25:00.00 AM,19646700,15.48607999,9.095,3.514,0,138.4,28281
0,1404704,0,'01/08/2016 05:40:00.00 AM,19647600,15.48685359,9.094,3.514,0,138.4,28282
0,1404704,0,'01/08/2016 05:55:00.00 AM,19648500,15.48129778,9.092,3.514,0,138.5,28283
0,1404704,0,'01/08/2016 06:10:00.00 AM,19649400,15.48446248,9.092,3.514,0,138.6,28284
0,1404704,0,'01/08/2016 06:25:00.00 AM,19650300,15.48312627,9.09,3.514,0,138.6,28285
0,1404704,0,'01/08/2016 06:40:00.00 AM,19651200,15.44296973,9.099,3.514,0,138.7,28286
0,1404704,0,'01/08/2016 06:55:00.00 AM,19652100,15.46709178,9.088,3.514,0,138.7,28287
0,1404704,0,'01/08/2016 07:10:00.00 AM,19653000,15.49789488,9.091,3.514,0,138.7,28288
0,1404704,0,'01/08/2016 07:25:00.00 AM,19653900,15.53263627,9.103,3.514,0,138.8,28289
0,1404704,0,'01/08/2016 07:40:00.00 AM,19654800,15.54424017,9.088,3.514,0,138.8,28290
0,1404704,0,'01/08/2016 07:55:00.00 AM,19655700,15.53115941,9.086,3.514,0,138.8,28291
0,1404704,0,'01/08/2016 08:10:00.00 AM,19656600,15.51906322,9.096,3.514,0,138.9,28292
0,1404704,0,'01/08/2016 08:25:00.00 AM,19657500,15.52293118,9.087,3.514,0,139,28293
0,1404704,0,'01/08/2016 08:40:00.00 AM,19658400,15.49494116,9.086,3.514,0,139.1,28294
0,1404704,0,'01/08/2016 08:55:00.00 AM,19659300,15.5256036,9.094,3.514,0,139.1,28295
0,1404704,0,'01/08/2016 09:10:00.00 AM,19660200,15.55549245,9.092,3.514,0,139.2,28296
0,1404704,0,'01/08/2016 09:25:00.00 AM,19661100,15.59670389,9.092,3.514,0,139.2,28297
0,1404704,0,'01/08/2016 09:40:00.00 AM,19662000,15.59839173,9.09,3.514,0,139.4,28298
0,1404704,0,'01/08/2016 09:55:00.00 AM,19662900,15.6952316,9.1,3.514,0,139.4,28299
0,1404704,0,'01/08/2016 10:10:00.00 AM,19663800,15.75641583,9.094,3.514,0,139.4,28300
0,1404704,0,'01/08/2016 10:25:00.00 AM,19664700,15.81605287,9.095,3.514,0,139.6,28301
0,1404704,0,'01/08/2016 10:40:00.00 AM,19665600,15.83623663,9.098,3.514,0,140.9,28302
0,1404704,0,'01/08/2016 10:55:00.00 AM,19666500,15.84214408,9.096,3.514,0,141.1,28303
0,1404704,0,'01/08/2016 11:10:00.00 AM,19667400,15.8493174,9.094,3.514,0,141.1,28304
0,1404704,0,'01/08/2016 11:25:00.00 AM,19668300,15.86436731,9.095,3.514,0,141.1,28305
0,1404704,0,'01/08/2016 11:40:00.00 AM,19669200,15.86507058,9.088,3.514,0,141.2,28306
0,1404704,0,'01/08/2016 11:55:00.00 AM,19670100,15.84924707,9.091,3.514,0,141.1,28307
0,1404704,0,'01/08/2016 12:10:00.00 PM,19671000,15.8588115,9.091,3.514,0,141.1,28308
0,1404704,0,'01/08/2016 12:25:00.00 PM,19671900,15.82906331,9.092,3.514,0,141,28309
0,1404704,0,'01/08/2016 12:40:00.00 PM,19672800,15.80107328,9.087,3.514,0,141,28310
0,1404704,0,'01/08/2016 12:55:00.00 PM,19673700,15.77181738,9.088,3.514,0,141,28311
0,1404704,0,'01/08/2016 01:10:00.00 PM,19674600,15.75796302,9.083,3.514,0,140.9,28312
0,1404704,0,'01/08/2016 01:25:00.00 PM,19675500,15.72941038,9.087,3.514,0,140.8,28313
0,1404704,0,'01/08/2016 01:40:00.00 PM,19676400,15.70943759,9.081,3.514,0,140.7,28314
0,1404704,0,'01/08/2016 01:55:00.00 PM,19677300,15.69410637,9.086,3.514,0,140.7,28315
0,1404704,0,'01/08/2016 02:10:00.00 PM,19678200,15.66928105,9.087,3.514,0,140.7,28316
0,1404704,0,'01/08/2016 02:25:00.00 PM,19679100,15.66534275,9.086,3.514,0,140.7,28317
0,1404704,0,'01/08/2016 02:40:00.00 PM,19680000,15.66703059,9.087,3.514,0,140.7,28318
0,1404704,0,'01/08/2016 02:55:00.00 PM,19680900,15.66569439,9.086,3.514,0,140.7,28319
0,1404704,0,'01/08/2016 03:10:00.00 PM,19681800,15.62736633,9.096,3.514,0,140.7,28320
0,1404704,0,'01/08/2016 03:25:00.00 PM,19682700,15.63003875,9.086,3.514,0,140.5,28321
0,1404704,0,'01/08/2016 03:40:00.00 PM,19683600,15.61076923,9.086,3.514,0,140.6,28322
0,1404704,0,'01/08/2016 03:55:00.00 PM,19684500,15.6030333,9.083,3.514,0,140.5,28323
0,1404704,0,'01/08/2016 04:10:00.00 PM,19685400,15.57715307,9.089,3.514,0,140.4,28324
0,1404704,0,'01/08/2016 04:25:00.00 PM,19686300,15.53840306,9.086,3.514,0,140.2,28325
0,1404704,0,'01/08/2016 04:40:00.00 PM,19687200,15.53833273,9.096,3.514,0,140.2,28326
0,1404704,0,'01/08/2016 04:55:00.00 PM,19688100,15.53622293,9.095,3.514,0,140.2,28327
0,1404704,0,'01/08/2016 05:10:00.00 PM,19689000,15.49782455,9.085,3.514,0,140.1,28328
0,1404704,0,'01/08/2016 05:25:00.00 PM,19689900,15.48727555,9.094,3.514,0,139.9,28329
0,1404704,0,'01/08/2016 05:40:00.00 PM,19690800,15.47321021,9.099,3.514,0,139.8,28330
0,1404704,0,'01/08/2016 05:55:00.00 PM,19691700,15.45176056,9.093,3.514,0,139.8,28331
0,1404704,0,'01/08/2016 06:10:00.00 PM,19692600,15.46181728,9.096,3.514,0,139.6,28332
0,1404704,0,'01/08/2016 06:25:00.00 PM,19693500,15.44676737,9.092,3.514,0,139.6,28333
0,1404704,0,'01/08/2016 06:40:00.00 PM,19694400,15.43291301,9.089,3.514,0,139.5,28334
0,1404704,0,'01/08/2016 06:55:00.00 PM,19695300,15.40478233,9.091,3.514,0,138.1,28335
0,1404704,0,'01/08/2016 07:10:00.00 PM,19696200,15.37833949,9.09,3.514,0,138,28336
0,1404704,0,'01/08/2016 07:25:00.00 PM,19697100,15.36849375,9.098,3.514,0,137.9,28337
0,1404704,0,'01/08/2016 07:40:00.00 PM,19698000,15.36715754,9.094,3.514,0,137.8,28338
0,1404704,0,'01/08/2016 07:55:00.00 PM,19698900,15.34113666,9.096,3.514,0,137.8,28339
0,1404704,0,'01/08/2016 08:10:00.00 PM,19699800,15.33740935,9.092,3.514,0,137.8,28340
0,1404704,0,'01/08/2016 08:25:00.00 PM,19700700,15.33670608,9.092,3.514,0,137.9,28341
0,1404704,0,'01/08/2016 08:40:00.00 PM,19701600,15.33466661,9.093,3.514,0,137.9,28342
0,1404704,0,'01/08/2016 08:55:00.00 PM,19702500,15.29394745,9.089,3.514,0,137.9,28343
0,1404704,0,'01/08/2016 09:10:00.00 PM,19703400,15.29633856,9.089,3.514,0,137.9,28344
0,1404704,0,'01/08/2016 09:25:00.00 PM,19704300,15.27418565,9.095,3.514,0,138.1,28345
0,1404704,0,'01/08/2016 09:40:00.00 PM,19705200,15.25393156,9.095,3.514,0,138.1,28346
0,1404704,0,'01/08/2016 09:55:00.00 PM,19706100,15.24654725,9.089,3.514,0,138.2,28347
0,1404704,0,'01/08/2016 10:10:00.00 PM,19707000,15.26124553,9.088,3.514,0,138.4,28348
0,1404704,0,'01/08/2016 10:25:00.00 PM,19707900,15.24591431,9.088,3.514,0,138.4,28349
0,1404704,0,'01/08/2016 10:40:00.00 PM,19708800,15.24626595,9.105,3.514,0,138.4,28350
0,1404704,0,'01/08/2016 10:55:00.00 PM,19709700,15.23431041,9.092,3.514,0,138.6,28351
0,1404704,0,'01/08/2016 11:10:00.00 PM,19710600,15.21588481,9.089,3.514,0,138.7,28352
0,1404704,0,'01/08/2016 11:25:00.00 PM,19711500,15.21293109,9.097,3.514,0,138.8,28353
0,1404704,0,'01/08/2016 11:40:00.00 PM,19712400,15.18276094,9.092,3.514,0,138.8,28354
0,1404704,0,'01/08/2016 11:55:00.00 PM,19713300,15.19408354,9.094,3.514,0,139,28355
0,1404704,0,'01/09/2016 12:10:00.00 AM,19714200,15.17748643,9.091,3.514,0,139.1,28356
0,1404704,0,'01/09/2016 12:25:00.00 AM,19715100,15.16960984,9.093,3.514,0,139.2,28357
0,1404704,0,'01/09/2016 12:40:00.00 AM,19716000,15.17101638,9.101,3.514,0,139.2,28358
0,1404704,0,'01/09/2016 12:55:00.00 AM,19716900,15.16806266,9.103,3.514,0,139.3,28359
0,1404704,0,'01/09/2016 01:10:00.00 AM,19717800,15.13782218,9.103,3.514,0,139.4,28360
0,1404704,0,'01/09/2016 01:25:00.00 AM,19718700,15.14576909,9.094,3.514,0,139.5,28361
0,1404704,0,'01/09/2016 01:40:00.00 AM,19719600,15.14991837,9.093,3.514,0,139.6,28362
0,1404704,0,'01/09/2016 01:55:00.00 AM,19720500,15.13958034,9.096,3.514,0,139.7,28363
0,1404704,0,'01/09/2016 02:10:00.00 AM,19721400,15.11327816,9.098,3.514,0,139.9,28364
0,1404704,0,'01/09/2016 02:25:00.00 AM,19722300,15.12213932,9.101,3.514,0,139.9,28365
0,1404704,0,'01/09/2016 02:40:00.00 AM,19723200,15.09907216,9.098,3.514,0,140,28366
0,1404704,0,'01/09/2016 02:55:00.00 AM,19724100,15.09738432,9.102,3.514,0,140.1,28367
0,1404704,0,'01/09/2016 03:10:00.00 AM,19725000,15.09850955,9.103,3.514,0,140.2,28368
0,1404704,0,'01/09/2016 03:25:00.00 AM,19725900,15.09632942,9.108,3.514,0,140.2,28369
0,1404704,0,'01/09/2016 03:40:00.00 AM,19726800,15.08106853,9.092,3.514,0,140.3,28370
0,1404704,0,'01/09/2016 03:55:00.00 AM,19727700,15.08367062,9.105,3.514,0,140.4,28371
0,1404704,0,'01/09/2016 04:10:00.00 AM,19728600,15.07769285,9.101,3.514,0,140.5,28372
0,1404704,0,'01/09/2016 04:25:00.00 AM,19729500,15.04259982,9.098,3.514,0,140.5,28373
0,1404704,0,'01/09/2016 04:40:00.00 AM,19730400,15.06179901,9.101,3.514,0,140.5,28374
0,1404704,0,'01/09/2016 04:55:00.00 AM,19731300,15.05125001,9.097,3.514,0,140.5,28375
0,1404704,0,'01/09/2016 05:10:00.00 AM,19732200,15.04316244,9.096,3.514,0,140.5,28376
0,1404704,0,'01/09/2016 05:25:00.00 AM,19733100,15.05054674,9.103,3.514,0,140.5,28377
0,1404704,0,'01/09/2016 05:40:00.00 AM,19734000,15.02951906,9.114,3.514,0,140.5,28378
0,1404704,0,'01/09/2016 05:55:00.00 AM,19734900,15.05005445,9.104,3.514,0,140.6,28379
0,1404704,0,'01/09/2016 06:10:00.00 AM,19735800,15.02115018,9.098,3.514,0,140.6,28380
0,1404704,0,'01/09/2016 06:25:00.00 AM,19736700,15.01257032,9.106,3.514,0,140.5,28381
0,1404704,0,'01/09/2016 06:40:00.00 AM,19737600,15.00891333,9.103,3.514,0,140.5,28382
0,1404704,0,'01/09/2016 06:55:00.00 AM,19738500,15.02241606,9.096,3.514,0,140.6,28383
0,1404704,0,'01/09/2016 07:10:00.00 AM,19739400,15.01123412,9.108,3.514,0,140.6,28384
0,1404704,0,'01/09/2016 07:25:00.00 AM,19740300,14.99576224,9.106,3.514,0,140.6,28385
0,1404704,0,'01/09/2016 07:40:00.00 AM,19741200,14.99344146,9.11,3.514,0,140.7,28386
0,1404704,0,'01/09/2016 07:55:00.00 AM,19742100,15.0022323,9.102,3.514,0,140.7,28387
0,1404704,0,'01/09/2016 08:10:00.00 AM,19743000,14.99133166,9.111,3.514,0,140.7,28388
0,1404704,0,'01/09/2016 08:25:00.00 AM,19743900,14.99337113,9.095,3.514,0,140.8,28389
0,1404704,0,'01/09/2016 08:40:00.00 AM,19744800,14.96798319,9.099,3.514,0,140.9,28390
0,1404704,0,'01/09/2016 08:55:00.00 AM,19745700,14.97360933,9.113,3.514,0,141,28391
0,1404704,0,'01/09/2016 09:10:00.00 AM,19746600,14.9930195,9.105,3.514,0,141.1,28392
0,1404704,0,'01/09/2016 09:25:00.00 AM,19747500,14.95954399,9.115,3.514,0,140.9,28393
0,1404704,0,'01/09/2016 09:40:00.00 AM,19748400,14.94660388,9.103,3.514,0,141,28394
0,1404704,0,'01/09/2016 09:55:00.00 AM,19749300,14.92810796,9.104,3.514,0,141.1,28395
0,1404704,0,'01/09/2016 10:10:00.00 AM,19750200,14.93169462,9.108,3.514,0,141.1,28396
0,1404704,0,'01/09/2016 10:25:00.00 AM,19751100,14.93570324,9.11,3.514,0,141.2,28397
0,1404704,0,'01/09/2016 10:40:00.00 AM,19752000,14.95469145,9.105,3.514,0,141.2,28398
0,1404704,0,'01/09/2016 10:55:00.00 AM,19752900,14.92016104,9.107,3.514,0,141.2,28399
0,1404704,0,'01/09/2016 11:10:00.00 AM,19753800,14.90679897,9.114,3.514,0,141.3,28400
0,1404704,0,'01/09/2016 11:25:00.00 AM,19754700,14.93042874,9.108,3.514,0,141.3,28401
0,1404704,0,'01/09/2016 11:40:00.00 AM,19755600,14.92965514,9.108,3.514,0,141.4,28402
0,1404704,0,'01/09/2016 11:55:00.00 AM,19756500,14.92290378,9.113,3.514,0,141.5,28403
0,1404704,0,'01/09/2016 12:10:00.00 PM,19757400,14.92360705,9.11,3.514,0,141.5,28404
0,1404704,0,'01/09/2016 12:25:00.00 PM,19758300,14.91355033,9.106,3.514,0,141.4,28405
0,1404704,0,'01/09/2016 12:40:00.00 PM,19759200,14.91080759,9.114,3.514,0,141.5,28406
0,1404704,0,'01/09/2016 12:55:00.00 PM,19760100,14.9113702,9.103,3.514,0,141.4,28407
0,1404704,0,'01/09/2016 01:10:00.00 PM,19761000,14.88640422,9.109,3.514,0,141.4,28408
0,1404704,0,'01/09/2016 01:25:00.00 PM,19761900,14.90068054,9.111,3.514,0,141.5,28409
0,1404704,0,'01/09/2016 01:40:00.00 PM,19762800,14.90954171,9.111,3.514,0,141.6,28410
0,1404704,0,'01/09/2016 01:55:00.00 PM,19763700,14.90700995,9.113,3.513,0,141.6,28411
0,1404704,0,'01/09/2016 02:10:00.00 PM,19764600,14.9071506,9.112,3.514,0,141.6,28412
0,1404704,0,'01/09/2016 02:25:00.00 PM,19765500,14.93528128,9.114,3.514,0,141.6,28413
0,1404704,0,'01/09/2016 02:40:00.00 PM,19766400,14.92353672,9.114,3.514,0,141.7,28414
0,1404704,0,'01/09/2016 02:55:00.00 PM,19767300,14.90834615,9.111,3.514,0,141.6,28415
0,1404704,0,'01/09/2016 03:10:00.00 PM,19768200,14.89547637,9.11,3.514,0,141.7,28416
0,1404704,0,'01/09/2016 03:25:00.00 PM,19769100,14.89561702,9.107,3.514,0,141.7,28417
0,1404704,0,'01/09/2016 03:40:00.00 PM,19770000,14.89547637,9.111,3.514,0,141.8,28418
0,1404704,0,'01/09/2016 03:55:00.00 PM,19770900,14.90300132,9.112,3.514,0,141.8,28419
0,1404704,0,'01/09/2016 04:10:00.00 PM,19771800,14.88992056,9.118,3.514,0,141.9,28420
0,1404704,0,'01/09/2016 04:25:00.00 PM,19772700,14.88127037,9.119,3.514,0,141.9,28421
0,1404704,0,'01/09/2016 04:40:00.00 PM,19773600,14.87283117,9.123,3.514,0,142,28422
0,1404704,0,'01/09/2016 04:55:00.00 PM,19774500,14.88302854,9.114,3.514,0,142,28423
0,1404704,0,'01/09/2016 05:10:00.00 PM,19775400,14.87332346,9.115,3.514,0,141.9,28424
0,1404704,0,'01/09/2016 05:25:00.00 PM,19776300,14.85757028,9.111,3.514,0,142,28425
0,1404704,0,'01/09/2016 05:40:00.00 PM,19777200,14.87909025,9.12,3.514,0,142.1,28426
0,1404704,0,'01/09/2016 05:55:00.00 PM,19778100,14.8657985,9.118,3.514,0,142.1,28427
0,1404704,0,'01/09/2016 06:10:00.00 PM,19779000,14.86122726,9.114,3.514,0,142.2,28428
0,1404704,0,'01/09/2016 06:25:00.00 PM,19779900,14.87599587,9.123,3.514,0,142.3,28429
0,1404704,0,'01/09/2016 06:40:00.00 PM,19780800,14.85222545,9.12,3.514,0,142.3,28430
0,1404704,0,'01/09/2016 06:55:00.00 PM,19781700,14.85925812,9.111,3.514,0,142.3,28431
0,1404704,0,'01/09/2016 07:10:00.00 PM,19782600,14.87149496,9.134,3.514,0,142.3,28432
0,1404704,0,'01/09/2016 07:25:00.00 PM,19783500,14.86460295,9.126,3.514,0,142.4,28433
0,1404704,0,'01/09/2016 07:40:00.00 PM,19784400,14.86776765,9.12,3.514,0,142.6,28434
0,1404704,0,'01/09/2016 07:55:00.00 PM,19785300,14.87360476,9.123,3.514,0,140.2,28435
0,1404704,0,'01/09/2016 08:10:00.00 PM,19786200,14.85370231,9.113,3.514,0,142.4,28436
0,1404704,0,'01/09/2016 08:25:00.00 PM,19787100,14.87845731,9.123,3.514,0,142.4,28437
0,1404704,0,'01/09/2016 08:40:00.00 PM,19788000,14.90103218,9.119,3.514,0,141.9,28438
0,1404704,0,'01/09/2016 08:55:00.00 PM,19788900,14.88415377,9.115,3.514,0,142.3,28439
0,1404704,0,'01/09/2016 09:10:00.00 PM,19789800,14.93570324,9.125,3.514,0,142.4,28440
0,1404704,0,'01/09/2016 09:25:00.00 PM,19790700,15.02424455,9.128,3.514,0,142.4,28441
0,1404704,0,'01/09/2016 09:40:00.00 PM,19791600,15.05673549,9.131,3.514,0,142.3,28442
0,1404704,0,'01/09/2016 09:55:00.00 PM,19792500,15.06587796,9.115,3.514,0,142.3,28443
0,1404704,0,'01/09/2016 10:10:00.00 PM,19793400,15.1297346,9.112,3.514,0,142.4,28444
0,1404704,0,'01/09/2016 10:25:00.00 PM,19794300,15.19844379,9.111,3.514,0,142.4,28445
0,1404704,0,'01/09/2016 10:40:00.00 PM,19795200,15.24387484,9.117,3.514,0,142.4,28446
0,1404704,0,'01/09/2016 10:55:00.00 PM,19796100,15.22383173,9.115,3.514,0,142.5,28447
0,1404704,0,'01/09/2016 11:10:00.00 PM,19797000,15.2390223,9.12,3.514,0,142.5,28448
0,1404704,0,'01/09/2016 11:25:00.00 PM,19797900,15.23768609,9.116,3.514,0,142.5,28449
0,1404704,0,'01/09/2016 11:40:00.00 PM,19798800,15.23128636,9.119,3.514,0,142.5,28450
0,1404704,0,'01/09/2016 11:55:00.00 PM,19799700,15.22073735,9.113,3.514,0,142.4,28451
0,1404704,0,'01/10/2016 12:10:00.00 AM,19800600,15.20864116,9.113,3.514,0,142.4,28452
0,1404704,0,'01/10/2016 12:25:00.00 AM,19801500,15.20203045,9.115,3.514,0,142.4,28453
0,1404704,0,'01/10/2016 12:40:00.00 AM,19802400,15.19338027,9.118,3.514,0,142.3,28454
0,1404704,0,'01/10/2016 12:55:00.00 AM,19803300,15.19654497,9.112,3.514,0,142.3,28455
0,1404704,0,'01/10/2016 01:10:00.00 AM,19804200,15.16412436,9.117,3.514,0,142.3,28456
0,1404704,0,'01/10/2016 01:25:00.00 AM,19805100,15.16595286,9.116,3.514,0,142.2,28457
0,1404704,0,'01/10/2016 01:40:00.00 AM,19806000,15.16117064,9.113,3.514,0,137.2,28458
0,1404704,0,'01/10/2016 01:55:00.00 AM,19806900,15.17375912,9.112,3.514,0,142.2,28459
0,1404704,0,'01/10/2016 02:10:00.00 AM,19807800,15.18205767,9.121,3.514,0,142.2,28460
0,1404704,0,'01/10/2016 02:25:00.00 AM,19808700,15.18916067,9.128,3.514,0,142.1,28461
0,1404704,0,'01/10/2016 02:40:00.00 AM,19809600,15.20695332,9.119,3.514,0,142.2,28462
0,1404704,0,'01/10/2016 02:55:00.00 AM,19810500,15.22010441,9.114,3.514,0,142.3,28463
0,1404704,0,'01/10/2016 03:10:00.00 AM,19811400,15.2400772,9.112,3.514,0,142.3,28464
0,1404704,0,'01/10/2016 03:25:00.00 AM,19812300,15.30456678,9.11,3.514,0,142.4,28465
0,1404704,0,'01/10/2016 03:40:00.00 AM,19813200,15.35836671,9.116,3.514,0,142.4,28466
0,1404704,0,'01/10/2016 03:55:00.00 AM,19814100,15.42109812,9.109,3.514,0,142.5,28467
0,1404704,0,'01/10/2016 04:10:00.00 AM,19815000,15.5090065,9.109,3.514,0,142.4,28468
0,1404704,0,'01/10/2016 04:25:00.00 AM,19815900,15.60057186,9.127,3.514,0,143.5,28469
0,1404704,0,'01/10/2016 04:40:00.00 AM,19816800,15.66780419,9.115,3.514,0,144,28470
0,1404704,0,'01/10/2016 04:55:00.00 AM,19817700,15.71056282,9.113,3.514,0,144,28471
0,1404704,0,'01/10/2016 05:10:00.00 AM,19818600,15.78201475,9.112,3.514,0,143.8,28472
0,1404704,0,'01/10/2016 05:25:00.00 AM,19819500,15.89931968,9.106,3.514,0,143.7,28473
0,1404704,0,'01/10/2016 05:40:00.00 AM,19820400,16.01310828,9.114,3.514,0,143.6,28474
0,1404704,0,'01/10/2016 05:55:00.00 AM,19821300,16.0645171,9.111,3.514,0,143.5,28475
0,1404704,0,'01/10/2016 06:10:00.00 AM,19822200,16.11276122,9.111,3.514,0,143.4,28476
0,1404704,0,'01/10/2016 06:25:00.00 AM,19823100,16.13899308,9.106,3.514,0,143.2,28477
0,1404704,0,'01/10/2016 06:40:00.00 AM,19824000,16.1306242,9.103,3.514,0,143.2,28478
